product_id,product_name,product_type,unit_size,brand,supplier,price,date_received,batch_number,expiration_date
P0899,Canned Tuna 155g,Perishable,1 box,PrimeGas,FoodLine Services,804.03,2023-05-19,BATCH-8816,2025-11-21
P0994,IV Fluid 1L,Beverage,500ml,Nestle,Global Supply Ltd.,1493.06,2022-07-01,BATCH-8099,2024-08-07
P0504,Rice 25kg,Perishable,1kg,Dole,FoodLine Services,696.65,2021-12-30,BATCH-7563,2023-11-20
P0940,Hand Sanitizer 250ml,Consumable,11kg,MediHealth,AquaLife Corp.,878.4,2018-02-25,BATCH-1923,2019-08-02
P0047,Bottled Water 500ml,Beverage,155g,Dole,SafeMeds Inc.,1012.56,2023-11-26,BATCH-3600,2026-05-11
P0527,Powdered Milk 1kg,Perishable,11kg,Generic,AquaLife Corp.,1277.6,2023-06-29,BATCH-9057,2024-10-20
P0170,Gas Tank 11kg,Beverage,25kg,SafePlus,SafeMeds Inc.,383.37,2022-09-06,BATCH-1837,2024-06-30
P0916,Hand Sanitizer 250ml,Dry Goods,25kg,MediHealth,MediCare Distributors,928.94,2019-04-05,BATCH-5714,2020-03-08
P0392,Gas Tank 11kg,Beverage,155g,Sanicare,MediCare Distributors,1103.0,2017-07-06,BATCH-5780,2019-06-16
P0794,Canned Tuna 155g,Consumable,11kg,PrimeGas,AquaLife Corp.,1341.6,2020-04-15,BATCH-4674,2021-10-23
P0950,Hand Sanitizer 250ml,Perishable,1 pack,Sanicare,SafeMeds Inc.,453.56,2018-11-02,BATCH-2378,2021-04-21
P0337,Canned Tuna 155g,Non-perishable,500ml,Generic,SafeMeds Inc.,1177.88,2023-02-24,BATCH-1729,2024-02-03
P0570,Isopropyl Alcohol 500ml,Non-perishable,25kg,Nestle,SafeMeds Inc.,1302.05,2023-06-03,BATCH-9521,2026-02-16
P0166,IV Fluid 1L,Non-perishable,11kg,Sanicare,AquaLife Corp.,478.69,2020-11-09,BATCH-1733,2022-03-16
P0002,Hand Sanitizer 250ml,Non-perishable,1kg,SafePlus,FoodLine Services,552.69,2024-12-13,BATCH-8437,2027-08-18
P0802,Hand Sanitizer 250ml,Consumable,25kg,Nestle,Global Supply Ltd.,987.69,2019-09-26,BATCH-3682,2020-04-12
P0458,Hand Sanitizer 250ml,Perishable,1L,Nestle,AquaLife Corp.,1161.31,2018-05-22,BATCH-1729,2021-04-25
P0857,Isopropyl Alcohol 500ml,Non-perishable,25kg,MediHealth,MediCare Distributors,309.65,2017-10-07,BATCH-5381,2020-05-19
P0452,Medical Gloves Box,Beverage,1L,MediHealth,SafeMeds Inc.,1336.45,2019-02-23,BATCH-1121,2020-04-17
P0735,Medical Gloves Box,Perishable,250ml,Dole,MediCare Distributors,171.42,2018-12-22,BATCH-5405,2020-03-05
P0837,Powdered Milk 1kg,Consumable,25kg,Nestle,MediCare Distributors,577.15,2024-12-20,BATCH-6224,2027-09-30
P0481,Bottled Water 500ml,Beverage,1kg,MediHealth,SafeMeds Inc.,1045.38,2017-02-01,BATCH-7672,2018-05-17
P0309,Hand Sanitizer 250ml,Consumable,1 pack,Nestle,FoodLine Services,1329.0,2017-11-08,BATCH-2915,2020-02-24
P0946,Paper Towels,Beverage,1 box,Sanicare,MediCare Distributors,812.89,2021-07-26,BATCH-7639,2023-05-13
P0605,Isopropyl Alcohol 500ml,Dry Goods,11kg,Generic,MediCare Distributors,1452.71,2017-12-09,BATCH-9839,2019-05-07
P0679,Medical Gloves Box,Beverage,1 pack,Generic,FoodLine Services,809.74,2018-03-13,BATCH-9674,2019-05-14
P0445,Gas Tank 11kg,Consumable,1kg,Nestle,SafeMeds Inc.,923.28,2019-08-09,BATCH-9310,2021-05-18
P0235,Paper Towels,Beverage,1 pack,MediHealth,MediCare Distributors,647.46,2020-07-02,BATCH-4886,2021-01-02
P0924,Bottled Water 500ml,Dry Goods,250ml,MediHealth,SafeMeds Inc.,694.29,2023-05-28,BATCH-6378,2025-05-14
P0659,Bottled Water 500ml,Non-perishable,1 box,Dole,FoodLine Services,116.56,2023-09-18,BATCH-7762,2025-07-15
P0044,Hand Sanitizer 250ml,Non-perishable,11kg,Generic,SafeMeds Inc.,695.7,2023-06-24,BATCH-8623,2024-11-03
P0482,Isopropyl Alcohol 500ml,Beverage,500ml,SafePlus,FreshHarvest Co.,655.0,2021-08-07,BATCH-1175,2022-08-23
P0119,Hand Sanitizer 250ml,Consumable,250ml,Dole,FreshHarvest Co.,176.86,2019-07-26,BATCH-7324,2021-09-15
P0710,Medical Gloves Box,Beverage,1L,Dole,SafeMeds Inc.,1332.68,2017-02-15,BATCH-9822,2019-07-12
P0456,Powdered Milk 1kg,Beverage,500ml,PrimeGas,SafeMeds Inc.,1066.57,2023-10-08,BATCH-8461,2026-03-26
P0733,Isopropyl Alcohol 500ml,Beverage,500ml,SafePlus,AquaLife Corp.,381.39,2024-04-01,BATCH-4375,2026-11-10
P0603,Powdered Milk 1kg,Consumable,1 pack,SafePlus,SafeMeds Inc.,1052.79,2018-03-09,BATCH-6064,2020-07-13
P0911,Medical Gloves Box,Consumable,1kg,Generic,FoodLine Services,71.92,2022-05-04,BATCH-3647,2023-02-04
P0470,IV Fluid 1L,Beverage,1 box,Generic,Global Supply Ltd.,747.17,2022-03-15,BATCH-7331,2024-09-20
P0172,Canned Tuna 155g,Non-perishable,1 pack,MediHealth,FoodLine Services,939.17,2018-01-23,BATCH-5677,2020-10-01
P0422,Bottled Water 500ml,Dry Goods,1 pack,Sanicare,FoodLine Services,665.49,2023-04-06,BATCH-2048,2025-11-28
P0246,Powdered Milk 1kg,Perishable,500ml,Nestle,SafeMeds Inc.,1488.75,2021-02-02,BATCH-3222,2022-06-05
P0489,IV Fluid 1L,Dry Goods,25kg,SafePlus,AquaLife Corp.,480.24,2023-09-27,BATCH-9452,2026-03-20
P0431,Isopropyl Alcohol 500ml,Consumable,500ml,SafePlus,MediCare Distributors,377.49,2022-04-14,BATCH-5024,2024-08-28
P0600,IV Fluid 1L,Beverage,11kg,Sanicare,FreshHarvest Co.,1277.76,2022-02-06,BATCH-6706,2023-03-20
P0812,Hand Sanitizer 250ml,Perishable,1kg,Nestle,MediCare Distributors,742.56,2019-06-04,BATCH-9426,2020-01-26
P0622,Rice 25kg,Beverage,500ml,Nestle,MediCare Distributors,1183.08,2022-09-24,BATCH-6695,2024-12-28
P0428,Isopropyl Alcohol 500ml,Consumable,250ml,PrimeGas,FoodLine Services,1488.09,2024-08-18,BATCH-8332,2026-02-03
P0817,Rice 25kg,Dry Goods,11kg,Nestle,FoodLine Services,153.79,2020-10-31,BATCH-7811,2021-09-19
P0417,Rice 25kg,Dry Goods,1L,PrimeGas,MediCare Distributors,1115.92,2024-11-04,BATCH-2995,2026-03-27
P0556,Paper Towels,Consumable,250ml,Sanicare,Global Supply Ltd.,956.07,2021-09-30,BATCH-5994,2023-11-18
P0140,Bottled Water 500ml,Beverage,1kg,SafePlus,FreshHarvest Co.,555.56,2017-08-14,BATCH-1646,2018-09-13
P0124,Hand Sanitizer 250ml,Consumable,1 pack,MediHealth,FreshHarvest Co.,476.68,2024-03-15,BATCH-6599,2025-01-12
P0046,Medical Gloves Box,Consumable,25kg,PrimeGas,AquaLife Corp.,741.43,2022-10-24,BATCH-9213,2025-05-23
P0231,Medical Gloves Box,Beverage,250ml,PrimeGas,SafeMeds Inc.,565.29,2020-11-06,BATCH-1561,2021-10-16
P0838,Gas Tank 11kg,Beverage,155g,Generic,FreshHarvest Co.,378.23,2020-02-18,BATCH-3940,2021-05-02
P0582,Rice 25kg,Dry Goods,1kg,Dole,MediCare Distributors,1411.4,2018-09-08,BATCH-6119,2021-08-05
P0757,Powdered Milk 1kg,Beverage,1 pack,Nestle,SafeMeds Inc.,920.79,2021-08-15,BATCH-8070,2023-12-24
P0704,Canned Tuna 155g,Consumable,11kg,PrimeGas,AquaLife Corp.,1352.77,2018-02-05,BATCH-6560,2019-01-27
P0674,Medical Gloves Box,Non-perishable,1 pack,PrimeGas,AquaLife Corp.,1283.26,2019-07-14,BATCH-5380,2021-11-01
P0119,Rice 25kg,Dry Goods,1 pack,Dole,FreshHarvest Co.,951.41,2020-06-07,BATCH-6110,2021-12-25
P0835,Isopropyl Alcohol 500ml,Dry Goods,1 pack,Nestle,SafeMeds Inc.,1494.74,2023-01-01,BATCH-2125,2023-10-27
P0918,IV Fluid 1L,Non-perishable,1 box,Generic,FoodLine Services,969.85,2024-09-24,BATCH-1718,2026-09-18
P0146,Canned Tuna 155g,Dry Goods,1L,Dole,AquaLife Corp.,991.22,2019-05-23,BATCH-4334,2021-01-07
P0736,Rice 25kg,Consumable,155g,PrimeGas,AquaLife Corp.,379.64,2022-01-01,BATCH-7050,2024-01-12
P0384,Bottled Water 500ml,Beverage,1 pack,Sanicare,AquaLife Corp.,797.03,2019-12-20,BATCH-3847,2021-08-22
P0726,Medical Gloves Box,Beverage,155g,Sanicare,SafeMeds Inc.,1226.6,2023-03-05,BATCH-9972,2023-11-22
P0879,Bottled Water 500ml,Dry Goods,155g,Generic,AquaLife Corp.,373.88,2018-08-30,BATCH-8793,2021-06-04
P0712,Canned Tuna 155g,Non-perishable,1 pack,Dole,AquaLife Corp.,1099.95,2024-06-27,BATCH-1591,2025-05-05
P0717,Hand Sanitizer 250ml,Beverage,1kg,Nestle,SafeMeds Inc.,380.26,2018-09-15,BATCH-9717,2020-01-15
P0676,Medical Gloves Box,Perishable,11kg,Sanicare,FoodLine Services,38.77,2018-05-20,BATCH-6244,2021-02-04
P0191,Bottled Water 500ml,Non-perishable,1kg,Dole,FreshHarvest Co.,495.73,2020-04-09,BATCH-9231,2020-12-06
P0069,Powdered Milk 1kg,Perishable,500ml,SafePlus,Global Supply Ltd.,1030.3,2017-10-26,BATCH-1486,2019-09-10
P0870,Hand Sanitizer 250ml,Consumable,1L,MediHealth,FoodLine Services,1245.13,2019-11-14,BATCH-4212,2020-10-24
P0847,IV Fluid 1L,Non-perishable,1 pack,Sanicare,FoodLine Services,1175.06,2020-07-09,BATCH-8071,2022-02-04
P0152,Paper Towels,Dry Goods,155g,MediHealth,MediCare Distributors,672.48,2019-12-06,BATCH-6834,2021-06-16
P0171,Canned Tuna 155g,Perishable,25kg,Nestle,AquaLife Corp.,934.42,2019-07-25,BATCH-6163,2020-01-23
P0390,Canned Tuna 155g,Perishable,155g,Dole,SafeMeds Inc.,265.52,2021-05-14,BATCH-9366,2022-06-30
P0078,Paper Towels,Non-perishable,500ml,SafePlus,AquaLife Corp.,903.93,2024-06-20,BATCH-8632,2026-01-28
P0359,Hand Sanitizer 250ml,Dry Goods,1L,Generic,AquaLife Corp.,496.66,2018-05-06,BATCH-1896,2020-12-31
P0669,Canned Tuna 155g,Beverage,155g,Generic,FreshHarvest Co.,110.39,2018-10-04,BATCH-9232,2021-01-21
P0853,Isopropyl Alcohol 500ml,Consumable,25kg,PrimeGas,FoodLine Services,1284.63,2017-05-06,BATCH-4259,2018-04-11
P0579,Rice 25kg,Consumable,1 pack,PrimeGas,FoodLine Services,198.81,2022-07-02,BATCH-4285,2023-04-16
P0314,IV Fluid 1L,Consumable,1 pack,MediHealth,Global Supply Ltd.,222.41,2024-01-29,BATCH-1222,2025-11-28
P0063,Canned Tuna 155g,Perishable,1 box,SafePlus,Global Supply Ltd.,190.38,2018-10-07,BATCH-8237,2019-09-01
P0744,Medical Gloves Box,Perishable,250ml,MediHealth,FoodLine Services,1232.07,2017-04-14,BATCH-5846,2018-09-18
P0606,IV Fluid 1L,Perishable,155g,Generic,FoodLine Services,1159.18,2019-09-26,BATCH-1638,2022-03-29
P0427,Paper Towels,Non-perishable,1L,Dole,SafeMeds Inc.,858.38,2017-12-24,BATCH-8382,2018-06-23
P0581,Medical Gloves Box,Non-perishable,500ml,Sanicare,Global Supply Ltd.,1253.51,2024-12-11,BATCH-5643,2025-07-10
P0472,Bottled Water 500ml,Non-perishable,1 pack,SafePlus,SafeMeds Inc.,1073.21,2023-02-25,BATCH-5544,2024-11-30
P0905,Gas Tank 11kg,Consumable,25kg,SafePlus,FoodLine Services,923.41,2022-04-29,BATCH-2598,2024-06-22
P0238,Hand Sanitizer 250ml,Consumable,250ml,SafePlus,FreshHarvest Co.,589.03,2019-02-02,BATCH-6082,2021-08-29
P0497,Hand Sanitizer 250ml,Non-perishable,155g,MediHealth,FreshHarvest Co.,121.57,2023-05-28,BATCH-8726,2024-06-21
P0377,Rice 25kg,Beverage,1kg,SafePlus,FreshHarvest Co.,1450.87,2017-05-11,BATCH-4656,2019-09-24
P0488,Isopropyl Alcohol 500ml,Perishable,250ml,MediHealth,FreshHarvest Co.,630.43,2017-02-05,BATCH-1660,2017-10-17
P0582,IV Fluid 1L,Beverage,250ml,Generic,FreshHarvest Co.,146.87,2018-07-27,BATCH-5214,2019-07-15
P0236,IV Fluid 1L,Non-perishable,1kg,Nestle,SafeMeds Inc.,202.29,2018-07-22,BATCH-6513,2021-01-05
P0562,Hand Sanitizer 250ml,Non-perishable,155g,MediHealth,AquaLife Corp.,1423.93,2024-05-09,BATCH-9783,2027-01-20
P0682,Rice 25kg,Dry Goods,500ml,SafePlus,AquaLife Corp.,1370.04,2021-09-27,BATCH-3503,2024-08-04
P0924,Canned Tuna 155g,Non-perishable,1 box,Generic,MediCare Distributors,1332.26,2017-12-30,BATCH-4908,2018-12-22
P0543,Powdered Milk 1kg,Perishable,1 box,PrimeGas,FoodLine Services,222.06,2024-09-29,BATCH-9043,2026-08-06
P0475,Hand Sanitizer 250ml,Consumable,11kg,Dole,Global Supply Ltd.,1431.82,2017-05-30,BATCH-4511,2019-07-14
P0253,Paper Towels,Beverage,1L,Sanicare,FreshHarvest Co.,955.06,2022-11-03,BATCH-8776,2023-05-20
P0563,Hand Sanitizer 250ml,Beverage,250ml,Dole,Global Supply Ltd.,944.85,2018-11-06,BATCH-1558,2020-09-18
P0156,Paper Towels,Beverage,500ml,SafePlus,FoodLine Services,618.63,2017-12-25,BATCH-2299,2020-08-24
P0329,Hand Sanitizer 250ml,Dry Goods,1 pack,Dole,FreshHarvest Co.,490.64,2018-05-05,BATCH-1197,2020-08-10
P0787,Powdered Milk 1kg,Non-perishable,1kg,PrimeGas,Global Supply Ltd.,597.53,2020-07-05,BATCH-4791,2021-01-19
P0587,Hand Sanitizer 250ml,Perishable,500ml,MediHealth,FreshHarvest Co.,1141.29,2021-09-19,BATCH-5335,2023-05-18
P0464,IV Fluid 1L,Perishable,25kg,SafePlus,FoodLine Services,491.05,2020-03-13,BATCH-5057,2022-05-16
P0136,Powdered Milk 1kg,Consumable,1 box,Generic,FreshHarvest Co.,800.06,2023-07-09,BATCH-5532,2025-11-30
P0191,Gas Tank 11kg,Beverage,500ml,Generic,Global Supply Ltd.,933.14,2024-10-20,BATCH-2430,2027-07-11
P0793,Paper Towels,Non-perishable,155g,PrimeGas,FoodLine Services,237.64,2023-03-21,BATCH-2600,2024-05-26
P0801,Powdered Milk 1kg,Consumable,500ml,Dole,FoodLine Services,448.14,2024-06-23,BATCH-8788,2027-02-12
P0860,Medical Gloves Box,Non-perishable,25kg,Generic,FoodLine Services,1220.16,2019-02-03,BATCH-8461,2020-05-21
P0945,Hand Sanitizer 250ml,Dry Goods,500ml,SafePlus,AquaLife Corp.,1429.58,2023-06-04,BATCH-3689,2025-06-27
P0527,Rice 25kg,Consumable,250ml,Sanicare,SafeMeds Inc.,539.05,2023-06-23,BATCH-2608,2024-02-03
P0502,Rice 25kg,Non-perishable,250ml,Generic,FreshHarvest Co.,1309.31,2020-03-17,BATCH-1623,2021-03-30
P0693,Canned Tuna 155g,Dry Goods,500ml,Dole,FoodLine Services,918.49,2024-02-02,BATCH-6243,2025-02-17
P0043,IV Fluid 1L,Consumable,1 box,SafePlus,SafeMeds Inc.,777.3,2018-07-08,BATCH-2867,2019-12-26
P0216,Gas Tank 11kg,Perishable,1 pack,SafePlus,MediCare Distributors,1054.92,2017-07-12,BATCH-8932,2019-06-09
P0528,Gas Tank 11kg,Perishable,25kg,PrimeGas,AquaLife Corp.,481.39,2024-01-02,BATCH-8503,2025-06-19
P0934,Isopropyl Alcohol 500ml,Beverage,1 box,MediHealth,Global Supply Ltd.,451.92,2018-02-13,BATCH-8370,2019-05-02
P0218,Gas Tank 11kg,Non-perishable,500ml,Nestle,MediCare Distributors,461.59,2022-04-30,BATCH-2219,2023-07-25
P0563,Hand Sanitizer 250ml,Beverage,1 box,Nestle,MediCare Distributors,1312.16,2017-09-19,BATCH-1874,2018-04-19
P0357,Powdered Milk 1kg,Consumable,1L,Sanicare,FoodLine Services,1212.93,2021-01-20,BATCH-5455,2022-07-20
P0389,Bottled Water 500ml,Consumable,25kg,Dole,FoodLine Services,1155.08,2020-12-18,BATCH-6822,2023-04-24
P0708,Gas Tank 11kg,Non-perishable,500ml,MediHealth,SafeMeds Inc.,416.87,2017-07-13,BATCH-3268,2019-02-21
P0545,Medical Gloves Box,Beverage,1 pack,Sanicare,AquaLife Corp.,266.77,2019-12-17,BATCH-6802,2022-03-04
P0153,Powdered Milk 1kg,Dry Goods,155g,PrimeGas,FoodLine Services,387.23,2018-07-23,BATCH-4388,2019-07-06
P0265,Canned Tuna 155g,Non-perishable,1kg,Dole,AquaLife Corp.,826.3,2017-06-11,BATCH-1656,2019-01-26
P0246,Powdered Milk 1kg,Non-perishable,1L,Generic,FreshHarvest Co.,957.89,2020-08-17,BATCH-1367,2021-05-22
P0395,Powdered Milk 1kg,Consumable,1 box,SafePlus,MediCare Distributors,409.72,2019-11-24,BATCH-8640,2020-11-21
P0578,Powdered Milk 1kg,Consumable,1kg,Dole,Global Supply Ltd.,1213.14,2020-08-21,BATCH-1094,2022-08-29
P0897,IV Fluid 1L,Beverage,25kg,Dole,FoodLine Services,1136.04,2018-09-04,BATCH-4001,2021-07-11
P0839,Bottled Water 500ml,Non-perishable,1 pack,PrimeGas,SafeMeds Inc.,743.19,2017-05-03,BATCH-8477,2018-07-16
P0841,Bottled Water 500ml,Consumable,25kg,PrimeGas,Global Supply Ltd.,863.97,2022-07-14,BATCH-9853,2023-09-13
P0470,Medical Gloves Box,Non-perishable,500ml,Dole,AquaLife Corp.,698.72,2021-12-20,BATCH-8531,2023-04-17
P0220,Isopropyl Alcohol 500ml,Dry Goods,25kg,PrimeGas,FoodLine Services,497.54,2018-04-06,BATCH-2295,2020-04-18
P0477,Hand Sanitizer 250ml,Perishable,11kg,SafePlus,AquaLife Corp.,884.11,2021-12-27,BATCH-2942,2023-04-17
P0018,Bottled Water 500ml,Consumable,155g,SafePlus,FreshHarvest Co.,662.47,2022-11-26,BATCH-3276,2023-09-04
P0880,Powdered Milk 1kg,Non-perishable,500ml,Dole,SafeMeds Inc.,1204.19,2021-03-01,BATCH-6842,2022-05-22
P0513,Medical Gloves Box,Consumable,1 pack,Dole,FoodLine Services,1098.5,2022-09-02,BATCH-6668,2024-07-17
P0659,Canned Tuna 155g,Perishable,155g,PrimeGas,FoodLine Services,1130.3,2018-02-02,BATCH-8591,2019-09-27
P0277,Isopropyl Alcohol 500ml,Non-perishable,1kg,PrimeGas,FreshHarvest Co.,1172.92,2024-06-16,BATCH-7591,2025-06-15
P0948,Paper Towels,Perishable,155g,Nestle,FreshHarvest Co.,681.24,2023-03-17,BATCH-1456,2024-12-12
P0988,Hand Sanitizer 250ml,Perishable,25kg,Nestle,FreshHarvest Co.,20.8,2024-06-22,BATCH-3964,2025-03-11
P0182,IV Fluid 1L,Dry Goods,11kg,Sanicare,MediCare Distributors,979.38,2024-08-10,BATCH-7251,2025-09-21
P0692,Medical Gloves Box,Consumable,250ml,Nestle,SafeMeds Inc.,133.0,2022-05-02,BATCH-1158,2023-05-17
P0163,Powdered Milk 1kg,Consumable,1L,Dole,AquaLife Corp.,1045.6,2023-10-28,BATCH-6200,2026-07-20
P0143,Powdered Milk 1kg,Beverage,1L,MediHealth,FoodLine Services,641.55,2019-05-03,BATCH-8250,2020-01-28
P0524,Paper Towels,Dry Goods,1 box,MediHealth,Global Supply Ltd.,589.7,2019-06-30,BATCH-7429,2020-07-01
P0218,Powdered Milk 1kg,Dry Goods,1kg,PrimeGas,Global Supply Ltd.,474.82,2017-12-16,BATCH-9992,2020-07-18
P0089,Isopropyl Alcohol 500ml,Non-perishable,1 pack,MediHealth,FoodLine Services,1255.83,2023-10-22,BATCH-2504,2025-12-16
P0630,Paper Towels,Non-perishable,155g,Sanicare,Global Supply Ltd.,290.09,2023-12-05,BATCH-2635,2024-06-24
P0421,Rice 25kg,Beverage,1 pack,Generic,MediCare Distributors,435.48,2022-08-19,BATCH-1940,2024-04-11
P0822,Hand Sanitizer 250ml,Beverage,1L,MediHealth,AquaLife Corp.,1120.79,2022-01-15,BATCH-6951,2022-12-27
P0032,Gas Tank 11kg,Non-perishable,1 box,Nestle,MediCare Distributors,1081.32,2020-04-06,BATCH-8943,2021-11-02
P0779,Medical Gloves Box,Perishable,1L,PrimeGas,SafeMeds Inc.,1223.94,2022-06-10,BATCH-5453,2023-04-03
P0112,Canned Tuna 155g,Perishable,1 pack,Generic,MediCare Distributors,1386.94,2022-06-18,BATCH-4573,2024-09-12
P0052,Hand Sanitizer 250ml,Perishable,155g,PrimeGas,FoodLine Services,338.61,2023-02-14,BATCH-2813,2025-07-25
P0484,Medical Gloves Box,Dry Goods,1kg,Dole,Global Supply Ltd.,331.86,2018-11-13,BATCH-3606,2019-10-30
P0075,Hand Sanitizer 250ml,Non-perishable,250ml,Sanicare,Global Supply Ltd.,1086.91,2023-06-12,BATCH-5140,2025-12-01
P0742,Rice 25kg,Beverage,25kg,MediHealth,AquaLife Corp.,342.71,2022-12-28,BATCH-5225,2024-08-15
P0829,IV Fluid 1L,Beverage,1L,Generic,Global Supply Ltd.,840.18,2020-12-16,BATCH-2001,2022-02-12
P0466,Isopropyl Alcohol 500ml,Beverage,500ml,Sanicare,FoodLine Services,185.85,2020-12-12,BATCH-3521,2023-10-23
P0531,Bottled Water 500ml,Consumable,1kg,Sanicare,FreshHarvest Co.,1356.02,2020-10-24,BATCH-3637,2021-12-22
P0382,IV Fluid 1L,Perishable,11kg,MediHealth,FreshHarvest Co.,1300.27,2021-01-06,BATCH-2206,2021-11-16
P0018,Medical Gloves Box,Beverage,1L,MediHealth,Global Supply Ltd.,612.56,2022-01-29,BATCH-1712,2023-01-16
P0458,Paper Towels,Perishable,25kg,MediHealth,FoodLine Services,329.24,2023-07-22,BATCH-5815,2026-03-31
P0507,Paper Towels,Dry Goods,1 pack,Generic,FreshHarvest Co.,1164.86,2024-03-02,BATCH-9594,2025-11-23
P0354,Isopropyl Alcohol 500ml,Consumable,11kg,Sanicare,AquaLife Corp.,84.21,2019-06-07,BATCH-8170,2021-05-05
P0352,Gas Tank 11kg,Perishable,250ml,Sanicare,Global Supply Ltd.,377.97,2021-07-01,BATCH-4431,2022-10-29
P0022,Bottled Water 500ml,Non-perishable,11kg,MediHealth,FoodLine Services,1395.31,2017-06-30,BATCH-2995,2019-04-18
P0156,Medical Gloves Box,Perishable,1 pack,Nestle,Global Supply Ltd.,393.69,2023-10-06,BATCH-4525,2025-08-28
P0047,Powdered Milk 1kg,Dry Goods,155g,MediHealth,Global Supply Ltd.,1180.52,2023-12-05,BATCH-2060,2026-09-04
P0419,Rice 25kg,Non-perishable,500ml,MediHealth,SafeMeds Inc.,1460.81,2021-01-26,BATCH-9839,2023-03-16
P0390,Isopropyl Alcohol 500ml,Consumable,1 pack,Nestle,FreshHarvest Co.,1068.91,2019-06-06,BATCH-4611,2022-01-15
P0326,Powdered Milk 1kg,Consumable,1 pack,PrimeGas,FoodLine Services,1021.58,2020-01-08,BATCH-9858,2022-02-02
P0330,Isopropyl Alcohol 500ml,Non-perishable,155g,SafePlus,AquaLife Corp.,574.17,2019-08-26,BATCH-7185,2021-06-13
P0673,Medical Gloves Box,Non-perishable,155g,Generic,FoodLine Services,20.79,2020-08-17,BATCH-6989,2022-01-30
P0167,IV Fluid 1L,Perishable,11kg,SafePlus,MediCare Distributors,109.52,2023-07-10,BATCH-3320,2024-05-01
P0875,Rice 25kg,Consumable,250ml,SafePlus,Global Supply Ltd.,197.55,2021-02-23,BATCH-3933,2023-12-11
P0305,Hand Sanitizer 250ml,Beverage,155g,MediHealth,FoodLine Services,617.49,2018-04-26,BATCH-4033,2019-12-12
P0884,Gas Tank 11kg,Consumable,1L,PrimeGas,SafeMeds Inc.,564.48,2018-02-23,BATCH-1748,2019-06-21
P0168,IV Fluid 1L,Dry Goods,1 pack,Sanicare,MediCare Distributors,160.06,2021-09-23,BATCH-2876,2023-07-26
P0279,Hand Sanitizer 250ml,Consumable,25kg,SafePlus,FreshHarvest Co.,1259.97,2017-09-26,BATCH-6059,2019-10-30
P0229,IV Fluid 1L,Perishable,25kg,PrimeGas,Global Supply Ltd.,1372.73,2024-04-30,BATCH-5284,2025-08-31
P0136,Medical Gloves Box,Non-perishable,1 box,MediHealth,FoodLine Services,192.82,2022-08-24,BATCH-2971,2025-02-10
P0102,Canned Tuna 155g,Beverage,1L,Sanicare,FreshHarvest Co.,733.45,2023-01-08,BATCH-3037,2025-10-17
P0455,Powdered Milk 1kg,Perishable,25kg,Sanicare,FoodLine Services,569.25,2023-01-19,BATCH-1803,2025-11-28
P0652,Bottled Water 500ml,Dry Goods,1 pack,Dole,FreshHarvest Co.,423.38,2019-02-12,BATCH-2724,2019-10-08
P0518,IV Fluid 1L,Dry Goods,1 pack,Dole,FreshHarvest Co.,789.04,2021-06-26,BATCH-9925,2024-04-09
P0538,Rice 25kg,Dry Goods,500ml,SafePlus,SafeMeds Inc.,570.43,2024-07-29,BATCH-9920,2025-06-09
P0184,Medical Gloves Box,Dry Goods,1L,Nestle,AquaLife Corp.,218.15,2024-02-26,BATCH-1347,2026-04-29
P0580,Gas Tank 11kg,Consumable,1 pack,PrimeGas,AquaLife Corp.,1225.3,2020-09-19,BATCH-8078,2023-02-20
P0298,Paper Towels,Consumable,11kg,Generic,SafeMeds Inc.,325.98,2019-08-06,BATCH-4741,2020-12-30
P0333,Rice 25kg,Consumable,25kg,SafePlus,MediCare Distributors,997.4,2018-01-28,BATCH-6540,2018-09-04
P0304,Powdered Milk 1kg,Non-perishable,500ml,MediHealth,FreshHarvest Co.,195.32,2023-05-11,BATCH-8807,2024-10-09
P0114,Gas Tank 11kg,Dry Goods,1 pack,Nestle,Global Supply Ltd.,396.64,2021-06-23,BATCH-6229,2023-07-17
P0656,Canned Tuna 155g,Beverage,1 pack,PrimeGas,AquaLife Corp.,1131.1,2023-07-18,BATCH-5329,2025-08-20
P0066,Bottled Water 500ml,Non-perishable,11kg,Generic,SafeMeds Inc.,1358.39,2023-09-15,BATCH-4957,2026-06-10
P0974,Hand Sanitizer 250ml,Beverage,1 pack,MediHealth,MediCare Distributors,472.55,2017-12-08,BATCH-1147,2020-09-04
P0846,Powdered Milk 1kg,Non-perishable,11kg,Sanicare,FreshHarvest Co.,1340.18,2024-12-05,BATCH-3245,2025-08-14
P0882,Hand Sanitizer 250ml,Perishable,1 pack,Dole,AquaLife Corp.,1145.78,2017-01-19,BATCH-6818,2017-09-25
P0142,Isopropyl Alcohol 500ml,Dry Goods,25kg,PrimeGas,SafeMeds Inc.,701.5,2022-06-16,BATCH-9442,2025-02-12
P0675,Canned Tuna 155g,Non-perishable,1 box,Generic,FreshHarvest Co.,88.17,2024-04-19,BATCH-8452,2026-12-22
P0235,Powdered Milk 1kg,Dry Goods,155g,PrimeGas,MediCare Distributors,402.03,2022-01-27,BATCH-3859,2024-11-21
P0830,IV Fluid 1L,Dry Goods,250ml,Dole,MediCare Distributors,159.93,2023-09-15,BATCH-7255,2026-08-18
P0326,Powdered Milk 1kg,Beverage,11kg,PrimeGas,Global Supply Ltd.,1153.84,2021-11-29,BATCH-6053,2024-03-25
